id_pago,cantidad_minima_pago,cantidad_sin_intereses,cantidad_total,fecha_corte,fecha_pago,fecha_movimiento,id_tarjeta
10914846392,661.8,2647.2,3309,2024-11-04,2024-11-25,2024-11-20,88
7583677693,2607.6,10430.4,13038,2024-11-13,2024-12-03,2024-11-30,101
4804865244,2112.2,8448.8,10561,2024-08-09,2024-08-29,2024-08-10,91
2105630656,2762.8,11051.2,13814,2024-04-04,2024-04-24,2024-04-02,24
9377116207,2526.4,10105.6,12632,2024-02-02,2024-02-26,2024-02-03,70
10913603360,2051.8,8207.2,10259,2024-09-13,2024-10-03,2024-09-23,101
4090823755,2831.6,11326.4,14158,2024-04-04,2024-04-24,2024-04-11,33
7569915443,2728.8,10915.2,13644,2024-05-10,2024-05-30,2024-05-30,95
6611238749,931.2,3724.8,4656,2024-01-11,2024-01-31,2024-01-30,47
1918650464,1039.6,4158.4,5198,2024-03-13,2024-04-02,2024-03-27,101
3201341408,3073.8,12295.2,15369,2024-05-13,2024-06-03,2024-05-10,101
2961556198,1163.4,4653.6,5817,2024-11-04,2024-11-25,2024-11-14,75
8725969606,1322,5288,6610,2024-09-10,2024-09-30,2024-09-12,38
10830034339,1372,5488,6860,2024-08-13,2024-09-02,2024-08-28,101
6584043277,393.6,1574.4,1968,2024-12-04,2024-12-24,2024-12-23,88
2412504696,418.4,1673.6,2092,2024-08-02,2024-08-22,2024-08-30,88
6195467989,3164,12656,15820,2024-12-11,2024-12-31,2024-12-23,47
9522306659,2713.6,10854.4,13568,2024-10-04,2024-10-24,2024-10-09,46
8792414987,2017.8,8071.2,10089,2024-03-11,2024-04-01,2024-03-17,40
2358136919,322,1288,1610,2024-06-25,2024-07-15,2024-06-05,76
8582729132,561.6,2246.4,2808,2024-11-25,2024-12-16,2024-11-14,44
3369345143,2692.8,10771.2,13464,2024-10-04,2024-10-24,2024-10-07,75
9634542134,779.4,3117.6,3897,2024-01-04,2024-01-24,2024-01-07,75
4237574733,2287.6,9150.4,11438,2024-11-04,2024-11-25,2024-11-08,78
10966536974,1952.6,7810.4,9763,2024-10-11,2024-10-31,2024-10-20,42
5187865996,3083.6,12334.4,15418,2024-10-25,2024-11-14,2024-10-16,87
7813275202,2824,11296,14120,2024-09-12,2024-10-02,2024-09-08,30
2190579201,3093.2,12372.8,15466,2024-07-10,2024-07-30,2024-07-03,60
3349480182,2188.4,8753.6,10942,2024-04-12,2024-05-02,2024-04-21,101
9070295871,2802.6,11210.4,14013,2024-09-25,2024-10-15,2024-09-18,44
3734617079,270.6,1082.4,1353,2024-10-10,2024-10-30,2024-10-10,38
5651894382,1663.2,6652.8,8316,2024-04-12,2024-05-02,2024-04-11,101
4829595605,1562.4,6249.6,7812,2024-10-11,2024-10-31,2024-10-02,40
10869174380,1816.8,7267.2,9084,2024-05-13,2024-06-03,2024-05-02,101
9551335879,1766.4,7065.6,8832,2024-04-04,2024-04-24,2024-04-04,24
9536683734,693,2772,3465,2024-04-05,2024-04-25,2024-04-25,65
10255215424,786.8,3147.2,3934,2024-08-02,2024-08-22,2024-08-08,78
9410962441,3163.6,12654.4,15818,2024-04-10,2024-04-30,2024-04-27,92
9547825475,429,1716,2145,2024-11-22,2024-12-13,2024-11-03,32
5349257764,949.6,3798.4,4748,2024-09-04,2024-09-24,2024-09-07,83
2955322480,3158.6,12634.4,15793,2024-03-04,2024-03-25,2024-03-15,75
4533412560,2861.8,11447.2,14309,2024-11-13,2024-12-03,2024-11-15,101
1094719488,2778,11112,13890,2024-04-04,2024-04-24,2024-04-30,78
5116505589,3067,12268,15335,2024-05-03,2024-05-23,2024-05-22,46
2254231790,2146.4,8585.6,10732,2024-03-04,2024-03-25,2024-03-21,83
4040543825,2634.2,10536.8,13171,2024-05-13,2024-06-03,2024-05-08,101
3869066783,1178.2,4712.8,5891,2024-02-09,2024-02-29,2024-02-14,38
7882325273,1612.8,6451.2,8064,2024-08-09,2024-08-29,2024-08-20,60
2276249838,703.6,2814.4,3518,2024-07-10,2024-07-30,2024-07-30,89
7282730440,1340.4,5361.6,6702,2024-12-10,2024-12-30,2024-12-10,100
4427301120,327.8,1311.2,1639,2024-08-02,2024-08-22,2024-08-22,75
8851916516,538.6,2154.4,2693,2024-01-11,2024-01-31,2024-01-02,15
5499053252,886.6,3546.4,4433,2024-04-25,2024-05-15,2024-04-15,82
5614703328,1436.2,5744.8,7181,2024-06-13,2024-07-03,2024-06-15,101
9559228676,1139.4,4557.6,5697,2024-06-13,2024-07-03,2024-06-25,101
4147028709,920.4,3681.6,4602,2024-11-25,2024-12-16,2024-11-22,87
6574093444,2351,9404,11755,2024-05-10,2024-05-30,2024-05-25,27
7692135882,3176.6,12706.4,15883,2024-01-10,2024-01-30,2024-01-24,86
5093728485,1157.4,4629.6,5787,2024-11-04,2024-11-25,2024-11-14,24
8032381277,3021.4,12085.6,15107,2024-02-13,2024-03-04,2024-02-11,101
5035852060,1293.4,5173.6,6467,2024-01-12,2024-02-01,2024-01-05,101
8079313907,2233.6,8934.4,11168,2024-06-11,2024-07-01,2024-06-13,27
10013786119,1584.4,6337.6,7922,2024-10-11,2024-10-31,2024-10-15,101
3425456062,2818.8,11275.2,14094,2024-03-13,2024-04-02,2024-03-18,101
8622728373,1876.4,7505.6,9382,2024-05-10,2024-05-30,2024-05-12,84
8437002050,2564,10256,12820,2024-12-02,2024-12-23,2024-12-03,68
3320787433,2891,11564,14455,2024-12-10,2024-12-30,2024-12-12,38
8035006735,1254,5016,6270,2024-05-03,2024-05-23,2024-05-29,83
5673189694,2426,9704,12130,2024-02-23,2024-03-14,2024-02-13,53
5522741898,2534.2,10136.8,12671,2024-09-04,2024-09-24,2024-09-08,78
2201612014,920,3680,4600,2024-10-11,2024-10-31,2024-10-30,47
4375933036,2975.4,11901.6,14877,2024-06-03,2024-06-24,2024-06-21,4
5139416319,1274.8,5099.2,6374,2024-05-03,2024-05-23,2024-05-03,83
1236340511,578.8,2315.2,2894,2024-07-22,2024-08-12,2024-07-13,32
6066156783,3011.2,12044.8,15056,2024-06-13,2024-07-03,2024-06-15,101
2387475928,364,1456,1820,2024-03-04,2024-03-25,2024-03-25,46
7679492970,2449.2,9796.8,12246,2024-04-12,2024-05-02,2024-04-26,101
3453132489,833.8,3335.2,4169,2024-12-24,2025-01-15,2024-12-23,87
1410104015,3063.8,12255.2,15319,2024-10-10,2024-10-30,2024-10-24,38
9214353551,2109.2,8436.8,10546,2024-04-12,2024-05-02,2024-04-27,94
2020029314,1904.4,7617.6,9522,2024-07-10,2024-07-30,2024-07-14,38
7310059491,233.8,935.2,1169,2024-05-24,2024-06-17,2024-05-02,53
9721125879,505,2020,2525,2024-12-04,2024-12-24,2024-12-26,2
2452620717,2452.4,9809.6,12262,2024-02-02,2024-02-26,2024-02-19,78
7490475388,393.2,1572.8,1966,2024-10-02,2024-10-22,2024-10-20,19
7643673886,1020.6,4082.4,5103,2024-12-10,2024-12-30,2024-12-12,99
7357919890,2513.2,10052.8,12566,2024-06-10,2024-07-01,2024-06-11,100
1338487816,1520.4,6081.6,7602,2024-06-13,2024-07-03,2024-06-20,101
2535981391,1451,5804,7255,2024-10-11,2024-10-31,2024-10-29,48
3360361736,518.8,2075.2,2594,2024-06-13,2024-07-03,2024-06-20,101
1749085195,291,1164,1455,2024-07-12,2024-08-01,2024-07-08,30
10432967496,843.8,3375.2,4219,2024-11-08,2024-11-28,2024-11-29,89
3972121892,674.2,2696.8,3371,2024-09-25,2024-10-15,2024-09-09,43
5853096088,1732.6,6930.4,8663,2024-05-03,2024-05-23,2024-05-23,75
6354793672,2968.2,11872.8,14841,2024-02-09,2024-02-29,2024-02-29,99
3866804987,283.2,1132.8,1416,2024-09-10,2024-09-30,2024-09-30,6
10915594411,1177,4708,5885,2024-10-10,2024-10-30,2024-10-28,38
10164890131,2748.6,10994.4,13743,2024-08-12,2024-09-02,2024-08-05,21
10030876169,2184.2,8736.8,10921,2024-06-10,2024-07-01,2024-06-27,38
8071081324,357,1428,1785,2024-06-13,2024-07-03,2024-06-09,101
10201043660,2601.8,10407.2,13009,2024-10-04,2024-10-24,2024-10-11,46
8128390196,899.4,3597.6,4497,2024-01-25,2024-02-14,2024-01-10,82
5215467105,2718.2,10872.8,13591,2024-05-13,2024-06-03,2024-05-07,101
1822593608,1904.4,7617.6,9522,2024-10-11,2024-10-31,2024-10-10,101
2654605546,2179.4,8717.6,10897,2024-10-10,2024-10-30,2024-10-04,38
8555455133,403,1612,2015,2024-10-04,2024-10-24,2024-10-07,75
2240449547,2347.4,9389.6,11737,2024-07-12,2024-08-01,2024-07-31,16
3544327537,2404.2,9616.8,12021,2024-10-22,2024-11-11,2024-10-12,32
1043994448,2688.8,10755.2,13444,2024-11-04,2024-11-25,2024-11-02,75
3839029664,2792.2,11168.8,13961,2024-12-10,2024-12-30,2024-12-22,38
3415995437,2345.8,9383.2,11729,2024-01-12,2024-02-01,2024-01-17,30
9750614304,2550,10200,12750,2024-12-24,2025-01-15,2024-12-11,23
5410688245,1909.2,7636.8,9546,2024-10-11,2024-10-31,2024-10-18,101
8821558679,2063,8252,10315,2024-02-02,2024-02-26,2024-02-03,78
10969220819,2857.8,11431.2,14289,2024-08-23,2024-09-12,2024-08-30,87
8107145962,2707.8,10831.2,13539,2024-09-12,2024-10-02,2024-09-30,30
3798147500,1399.6,5598.4,6998,2024-11-08,2024-11-28,2024-11-28,73
8207628675,332.4,1329.6,1662,2024-03-11,2024-04-01,2024-03-05,96
3835061672,2882,11528,14410,2024-09-04,2024-09-24,2024-09-08,75
10538300705,1173.6,4694.4,5868,2024-01-04,2024-01-24,2024-01-19,78
6460640965,2566,10264,12830,2024-12-10,2024-12-30,2024-12-28,60
5537862737,1903.6,7614.4,9518,2024-12-20,2025-01-09,2024-12-08,32
8779897565,361.6,1446.4,1808,2024-01-17,2024-02-06,2024-01-09,7
5665358155,310,1240,1550,2024-04-04,2024-04-24,2024-04-26,74
7100434625,1379,5516,6895,2024-09-04,2024-09-24,2024-09-30,46
8458275387,1122.8,4491.2,5614,2024-07-11,2024-07-31,2024-07-01,96
9396835713,903,3612,4515,2024-10-11,2024-10-31,2024-10-15,101
1314437652,2797.2,11188.8,13986,2024-09-25,2024-10-15,2024-09-05,81
7919336547,282,1128,1410,2024-09-02,2024-09-23,2024-09-17,68
6945890099,2309,9236,11545,2024-01-04,2024-01-24,2024-01-02,78
8312587494,2237.8,8951.2,11189,2024-05-22,2024-06-11,2024-05-02,32
8311395405,1521.6,6086.4,7608,2024-05-10,2024-05-30,2024-05-27,58
4514777779,1343.4,5373.6,6717,2024-09-10,2024-09-30,2024-09-23,38
10983724255,515,2060,2575,2024-12-04,2024-12-24,2024-12-21,37
1554992970,2046.4,8185.6,10232,2024-02-02,2024-02-26,2024-02-26,29
5870800500,2443.4,9773.6,12217,2024-09-04,2024-09-24,2024-09-06,13
10566286213,801.2,3204.8,4006,2024-07-01,2024-07-22,2024-07-15,68
9709148371,1898.4,7593.6,9492,2024-04-12,2024-05-02,2024-04-07,101
2837897235,2684.6,10738.4,13423,2024-07-04,2024-07-24,2024-07-08,75
8347284006,2390,9560,11950,2024-10-10,2024-10-30,2024-10-01,38
6460052789,1673.2,6692.8,8366,2024-06-10,2024-07-01,2024-06-30,86
9630896952,1835.2,7340.8,9176,2024-12-04,2024-12-24,2024-12-14,78
9482307675,2654.4,10617.6,13272,2024-01-12,2024-02-01,2024-01-22,101
9158400116,1060.2,4240.8,5301,2024-11-14,2024-12-04,2024-11-08,45
5306878973,2406.8,9627.2,12034,2024-01-04,2024-01-24,2024-01-22,74
5407153029,2628.6,10514.4,13143,2024-02-13,2024-03-04,2024-02-29,101
7920992983,1775,7100,8875,2024-04-25,2024-05-15,2024-04-10,76
1671727227,1574.8,6299.2,7874,2024-03-25,2024-04-15,2024-03-06,81
10127343653,1268.6,5074.4,6343,2024-12-20,2025-01-09,2024-12-09,32
7865351161,634,2536,3170,2024-09-25,2024-10-15,2024-09-10,53
7702340144,3135.8,12543.2,15679,2024-11-13,2024-12-03,2024-11-01,101
5744747783,1624.8,6499.2,8124,2024-08-13,2024-09-02,2024-08-27,101
2245202569,924.4,3697.6,4622,2024-11-25,2024-12-16,2024-11-07,23
8312755632,2709.2,10836.8,13546,2024-12-04,2024-12-24,2024-12-11,24
7834614112,1004,4016,5020,2024-01-12,2024-02-01,2024-01-31,20
4426465485,860.8,3443.2,4304,2024-04-12,2024-05-02,2024-04-15,48
10323319139,2231,8924,11155,2024-09-04,2024-09-24,2024-09-23,29
7222113821,502.8,2011.2,2514,2024-10-10,2024-10-30,2024-10-22,72
6365801728,2155.8,8623.2,10779,2024-01-04,2024-01-24,2024-01-07,22
5571860182,802.4,3209.6,4012,2024-08-01,2024-08-21,2024-08-16,4
1532812494,541,2164,2705,2024-11-04,2024-11-25,2024-11-23,33
4868894485,2821.4,11285.6,14107,2024-03-04,2024-03-25,2024-03-15,31
1730632875,2878.2,11512.8,14391,2024-05-10,2024-05-30,2024-05-12,84
4064693824,2029.8,8119.2,10149,2024-05-13,2024-06-03,2024-05-02,101
3442668353,3194.2,12776.8,15971,2024-08-02,2024-08-22,2024-08-17,24
4549726648,631.8,2527.2,3159,2024-11-13,2024-12-03,2024-11-08,101
7694354453,884,3536,4420,2024-10-02,2024-10-22,2024-10-10,4
10872740399,2483.6,9934.4,12418,2024-02-02,2024-02-26,2024-02-19,78
9944247422,1930.4,7721.6,9652,2024-08-09,2024-08-29,2024-08-06,27
10534548138,928.8,3715.2,4644,2024-10-04,2024-10-24,2024-10-29,25
8059140716,2786.6,11146.4,13933,2024-08-13,2024-09-02,2024-08-29,101
4447843262,2926.8,11707.2,14634,2024-10-10,2024-10-30,2024-10-14,38
1384614059,1428.6,5714.4,7143,2024-10-04,2024-10-24,2024-10-10,46
9859787104,694.6,2778.4,3473,2024-10-04,2024-10-24,2024-10-10,33
5877059173,2105.8,8423.2,10529,2024-08-13,2024-09-02,2024-08-30,101
4214694729,1143.6,4574.4,5718,2024-04-04,2024-04-24,2024-04-12,37
6946669887,851.2,3404.8,4256,2024-12-11,2024-12-31,2024-12-19,57
1881367175,1893.8,7575.2,9469,2024-04-12,2024-05-02,2024-04-18,101
3500896112,1784.8,7139.2,8924,2024-06-17,2024-07-08,2024-06-10,7
5085922065,1982.2,7928.8,9911,2024-10-11,2024-10-31,2024-10-30,101
4604201104,2275.2,9100.8,11376,2024-09-10,2024-09-30,2024-09-24,85
7477355562,2800.6,11202.4,14003,2024-11-13,2024-12-03,2024-11-20,101
5445655493,1120.2,4480.8,5601,2024-05-24,2024-06-17,2024-05-10,10
2330407895,1063.8,4255.2,5319,2024-07-12,2024-08-01,2024-07-30,3
1979171132,1500.6,6002.4,7503,2024-02-06,2024-02-26,2024-02-24,25
6896231174,706,2824,3530,2024-11-04,2024-11-25,2024-11-18,70
2354385843,1189.4,4757.6,5947,2024-10-25,2024-11-14,2024-10-25,44
4739808734,204.6,818.4,1023,2024-01-05,2024-01-25,2024-01-26,56
4565676885,658,2632,3290,2024-02-02,2024-02-26,2024-02-20,78
9260796692,700.6,2802.4,3503,2024-02-02,2024-02-26,2024-02-04,78
5928337438,2516,10064,12580,2024-12-10,2024-12-30,2024-12-27,100
9349657587,442.6,1770.4,2213,2024-07-10,2024-07-30,2024-07-17,85
6841948209,1902,7608,9510,2024-08-02,2024-08-22,2024-08-27,2
10404430102,1207,4828,6035,2024-11-11,2024-12-02,2024-11-18,71
4567591334,497.2,1988.8,2486,2024-02-02,2024-02-26,2024-02-28,88
9584617760,1370.6,5482.4,6853,2024-10-02,2024-10-22,2024-10-11,4
6824287930,819.6,3278.4,4098,2024-10-17,2024-11-06,2024-10-03,7
4589499418,2188.8,8755.2,10944,2024-10-11,2024-10-31,2024-10-20,101
5263223038,2746.2,10984.8,13731,2024-09-13,2024-10-03,2024-09-17,101
5843338983,1188.8,4755.2,5944,2024-11-08,2024-11-28,2024-11-15,85
10163088474,377.4,1509.6,1887,2024-11-04,2024-11-25,2024-11-08,78
1037584548,1707,6828,8535,2024-10-10,2024-10-30,2024-10-31,89
9313549626,542.8,2171.2,2714,2024-05-03,2024-05-23,2024-05-22,88
2930566081,2673,10692,13365,2024-05-10,2024-05-30,2024-05-09,52
7920262556,759.6,3038.4,3798,2024-10-25,2024-11-14,2024-10-14,97
7083426938,491.4,1965.6,2457,2024-11-25,2024-12-16,2024-11-04,103
8622897029,433.4,1733.6,2167,2024-09-20,2024-10-10,2024-09-28,32
6792822447,1691,6764,8455,2024-03-08,2024-04-01,2024-03-26,99
10231978852,1961.2,7844.8,9806,2024-10-11,2024-10-31,2024-10-28,20
3484816902,1021.8,4087.2,5109,2024-11-08,2024-11-28,2024-11-13,100
6763135912,1557.6,6230.4,7788,2024-06-10,2024-07-01,2024-06-28,89
2498057303,503.6,2014.4,2518,2024-11-12,2024-12-02,2024-11-15,50
7381119982,1795.6,7182.4,8978,2024-01-04,2024-01-24,2024-01-22,80
5673286294,2470,9880,12350,2024-01-10,2024-01-30,2024-01-30,38
10384974656,1129.6,4518.4,5648,2024-12-13,2025-01-02,2024-12-21,77
5089102670,1157.2,4628.8,5786,2024-11-08,2024-11-28,2024-11-25,92
8521576502,2211.8,8847.2,11059,2024-12-10,2024-12-30,2024-12-04,38
4449738399,751.8,3007.2,3759,2024-08-13,2024-09-02,2024-08-13,101
7787660807,2790.4,11161.6,13952,2024-07-10,2024-07-30,2024-07-28,38
7947724920,1893.6,7574.4,9468,2024-05-03,2024-05-23,2024-05-21,83
8408584031,1274.8,5099.2,6374,2024-04-04,2024-04-24,2024-04-25,69
7502745945,2696.8,10787.2,13484,2024-07-01,2024-07-22,2024-07-18,19
4518817531,919.2,3676.8,4596,2024-04-12,2024-05-02,2024-04-14,101
6286085684,3052.6,12210.4,15263,2024-06-10,2024-07-01,2024-06-02,38
7773113305,2304.8,9219.2,11524,2024-11-04,2024-11-25,2024-11-22,74
1289360998,836.2,3344.8,4181,2024-02-09,2024-02-29,2024-02-23,40
10955832327,468.8,1875.2,2344,2024-04-04,2024-04-24,2024-04-17,78
3395956028,3046,12184,15230,2024-02-02,2024-02-26,2024-02-09,78
4232044704,1561.6,6246.4,7808,2024-06-04,2024-06-24,2024-06-27,2
6290485430,491.8,1967.2,2459,2024-03-01,2024-03-21,2024-03-22,4
5213067184,1281.2,5124.8,6406,2024-01-12,2024-02-01,2024-01-23,30
10400970569,290.8,1163.2,1454,2024-12-10,2024-12-30,2024-12-23,38
8598620247,1320.4,5281.6,6602,2024-04-25,2024-05-15,2024-04-12,34
8552460377,1692,6768,8460,2024-08-02,2024-08-22,2024-08-06,31
8129070778,1120.4,4481.6,5602,2024-11-08,2024-11-28,2024-11-30,38
4341110249,1570.6,6282.4,7853,2024-05-10,2024-05-30,2024-05-24,100
9860285971,2354.4,9417.6,11772,2024-02-09,2024-02-29,2024-02-13,26
5284961374,2383.6,9534.4,11918,2024-11-25,2024-12-16,2024-11-05,76
5224354779,2938.8,11755.2,14694,2024-09-12,2024-10-02,2024-09-20,30
1330665236,467.2,1868.8,2336,2024-07-12,2024-08-01,2024-07-26,36
2168653163,1960,7840,9800,2024-10-22,2024-11-11,2024-10-06,32
1614017855,360,1440,1800,2024-12-11,2024-12-31,2024-12-02,40
4747338153,2043.4,8173.6,10217,2024-06-04,2024-06-24,2024-06-06,24
7175364350,2064.4,8257.6,10322,2024-07-04,2024-07-24,2024-07-09,69
2721300514,1989.6,7958.4,9948,2024-01-10,2024-01-30,2024-01-06,86
6535903709,2906.6,11626.4,14533,2024-04-10,2024-04-30,2024-04-13,38
3351801525,393,1572,1965,2024-01-04,2024-01-24,2024-01-22,14
9793679545,1840.6,7362.4,9203,2024-05-10,2024-05-30,2024-05-02,58
1039926546,2449.8,9799.2,12249,2024-06-06,2024-06-26,2024-06-19,25
4289821830,1457.2,5828.8,7286,2024-03-13,2024-04-02,2024-03-19,101
9217197667,1920.8,7683.2,9604,2024-07-12,2024-08-01,2024-07-15,101
9463834549,2830.6,11322.4,14153,2024-11-13,2024-12-03,2024-11-19,101
1778086058,1057.4,4229.6,5287,2024-11-08,2024-11-28,2024-11-18,99
7525183765,2635.8,10543.2,13179,2024-10-04,2024-10-24,2024-10-08,78
3557055694,619.6,2478.4,3098,2024-07-04,2024-07-24,2024-07-23,55
1014412677,2584.8,10339.2,12924,2024-04-11,2024-05-02,2024-04-24,27
2709558732,2169.6,8678.4,10848,2024-02-09,2024-02-29,2024-02-29,95
4686978861,444,1776,2220,2024-07-12,2024-08-01,2024-07-01,94
2060456149,2643.4,10573.6,13217,2024-11-08,2024-11-28,2024-11-02,38
7839765616,1212.2,4848.8,6061,2024-06-04,2024-06-24,2024-06-21,78
9656703497,1100,4400,5500,2024-10-11,2024-10-31,2024-10-14,101
7598934391,1816.8,7267.2,9084,2024-06-13,2024-07-03,2024-06-18,101
1647273047,1907,7628,9535,2024-06-13,2024-07-03,2024-06-10,101
6864594463,282.8,1131.2,1414,2024-06-04,2024-06-24,2024-06-10,70
4456021654,1202.6,4810.4,6013,2024-11-22,2024-12-13,2024-11-02,32
1613372966,1068.2,4272.8,5341,2024-01-04,2024-01-24,2024-01-12,33
10799726428,890,3560,4450,2024-06-12,2024-07-02,2024-06-28,16
10391471494,3172.6,12690.4,15863,2024-08-06,2024-08-26,2024-08-29,1
10710026860,2306.2,9224.8,11531,2024-03-04,2024-03-25,2024-03-11,33
9951933478,1051.4,4205.6,5257,2024-06-04,2024-06-24,2024-06-08,78
7212693611,1979.6,7918.4,9898,2024-11-08,2024-11-28,2024-11-08,85
5406008136,485.6,1942.4,2428,2024-12-26,2025-01-15,2024-12-16,61
7436786288,1990,7960,9950,2024-06-10,2024-07-01,2024-06-25,38
4671993533,1165.4,4661.6,5827,2024-04-12,2024-05-02,2024-04-19,101
3956767451,1759,7036,8795,2024-03-04,2024-03-25,2024-03-08,33
7479835955,1294.6,5178.4,6473,2024-05-02,2024-05-22,2024-05-16,9
4957986375,2799.2,11196.8,13996,2024-10-10,2024-10-30,2024-10-25,92
7331301411,3164.6,12658.4,15823,2024-11-22,2024-12-13,2024-11-10,32
4440637300,1920.8,7683.2,9604,2024-06-06,2024-06-26,2024-06-19,25
8404052001,2978.6,11914.4,14893,2024-09-12,2024-10-02,2024-09-12,16
6834238389,1112,4448,5560,2024-11-04,2024-11-25,2024-11-16,69
8645664260,804.4,3217.6,4022,2024-12-13,2025-01-02,2024-12-31,49
